Encoding Date,Form Number,Name,Barangay,Zoning_Code,Lot_Area_sqm,Application Type,Purpose,Assessment Fee
2025-04-02,U-028412,Luz Lopez,Namuco,I2-Z,5464.45,Locational Clearance,Industrial Park Expansion,19713.2
2025-04-02,U-110990,David Perez,Balibago,C1-Z,438.82,Locational Clearance,Commercial Building Construction,19558.99
2025-04-02,U-080784,David Rodriguez,Namuco,AgIndZ-PTR,6680.93,Locational Clearance,Residential Construction,18199.99
2025-04-03,U-556719,Batangas Gold Farms Corp.,Bagong Pook,R1-Z,165.4,Development Permit,Subdivision Phase 1,92459.04
2025-04-03,U-250776,Benjamin Macalalad,Balibago,R2-Z,116.92,Locational Clearance,Subdivision Phase 1,12005.58
2025-04-03,U-102911,David Alday,Maligaya,AgIndZ,6396.94,Locational Clearance,Industrial Park Expansion,11368.56
2025-04-03,U-153139,Rosario Trading Corp.,Poblacion A,R1-Z,293.85,Locational Clearance,Bank Financing Requirement,1557.19
2025-04-03,U-881747,Victoria Torres,Masaya,R2-Z,231.17,Locational Clearance,Subdivision Phase 1,7357.3
2025-04-03,U-034321,Luzon Integrated Realty & Development,Pinagsibaan,I1-Z,4003.03,Locational Clearance,Environmental Compliance,19071.34
2025-04-03,U-282224,Jose Lopez,Marilag,R1-Z,108.81,Locational Clearance,Subdivision Phase 1,3877.92
2025-04-03,U-273007,Emmanuel Mendoza,Leviste,C1-Z,158.17,Locational Clearance,Commercial Complex Development,16792.95
2025-04-03,U-280945,Jose Dimaculangan,Namunga,R1-Z,158.49,Locational Clearance,Subdivision Phase 1,16223.38
2025-04-03,U-387165,Teresa Rodriguez,Mabunga,R2-Z,206.32,Locational Clearance,Subdivision Phase 1,7870.95
2025-04-03,U-147854,Chloe Santos,Bagong Pook,,,Zoning Certificate,Subdivision Phase 1,293.55
2025-04-03,U-655394,Sofia Reyes,Bagong Pook,BR2-SZ,177.79,Zoning Certificate,Bank Financing Requirement,444.82
2025-04-03,U-834429,Luzon Integrated Commercial Center,Matamis,R2-Z,243.41,Zoning Certificate,Subdivision Phase 1,285.29
2025-04-04,U-305605,Prime Holdings Inc.,Natu,R2-Z,131.02,Development Permit,Residential Construction,77521.62
2025-04-04,U-916095,Corazon Sanchez,Poblacion D,R1-Z,236.58,Locational Clearance,Residential Construction,7898.65
2025-04-04,U-789131,Batangas Logistics Inc.,Poblacion E,MR2-SZ,90.64,Locational Clearance,Bank Financing Requirement,20056.85
2025-04-04,U-483264,David Garcia,Poblacion B,R1-Z,262.93,Locational Clearance,Bank Financing Requirement,13107.1
2025-04-04,U-599543,Angel Dimaculangan,Colongan,R1-Z,338.2,Locational Clearance,Bank Financing Requirement,6124.91
2025-04-04,U-016038,Mark Mercado,Tulos,PTA-SZ-RA,6985.35,Locational Clearance,Residential Construction,15742.25
2025-04-04,U-302057,Rosario Holdings Inc.,Quilib,T-Z,4826.62,Locational Clearance,General Property Clearance,2744.56
2025-04-04,U-421313,Jose Ramos,Pinagsibaan,I2-Z,7834.18,Locational Clearance,Industrial Park Expansion,20332.01
2025-04-04,U-823252,Prime Logistics Inc.,Bagong Pook,R1-Z,305.54,Locational Clearance,Subdivision Phase 1,17847.63
2025-04-04,U-563404,Daniel Mendoza,Quilib,BR2-SZ,134.48,Zoning Certificate,Bank Financing Requirement,464.06
2025-04-07,U-609209,Luzon Integrated Logistics Inc.,Mayuro,R1-Z,236.22,Locational Clearance,Subdivision Phase 1,17687.13
2025-04-07,U-314121,Luzon Integrated Enterprises,Santa Cruz,C1-Z,486.33,Locational Clearance,Commercial Building Construction,20147.89
2025-04-07,U-856955,Chloe Bautista,Poblacion A,C1-Z,459.61,Locational Clearance,Commercial Complex Development,15616.85
2025-04-07,U-063852,Chloe Garcia,San Isidro,R1-Z,333.91,Locational Clearance,Residential Construction,15171.72
2025-04-07,U-280403,Daniel Torres,San Roque,R1-Z,225.01,Locational Clearance,Residential Construction,20331.65
2025-04-07,U-727967,Rosario Holdings Inc.,Alupay,AgIndZ-PTR,5486.29,Locational Clearance,Subdivision Phase 1,18888.73
2025-04-07,U-697253,Batangas Realty & Development,Bagong Pook,R1-Z,343.15,Locational Clearance,Bank Financing Requirement,18842.37
2025-04-07,U-105238,Luzon Integrated Holdings Inc.,Poblacion A,R2-Z,80.24,Locational Clearance,Subdivision Phase 1,7937.72
2025-04-07,U-368040,Luz Santos,Santa Cruz,C1-Z,154.0,Locational Clearance,Business Permit Requirement,11901.42
2025-04-08,U-127352,Sofia Castillo,Pinagsibaan,,,Locational Clearance,Subdivision Phase 1,3459.56
2025-04-08,U-318750,Jose Reyes,Macalamcam A,,,Locational Clearance,Subdivision Phase 1,4862.93
2025-04-08,U-942906,Christian Torres,Bagong Pook,T-Z,4548.61,Locational Clearance,Facility/Structure Construction,18500.51
2025-04-08,U-710771,Sofia Dimaculangan,Matamis,PDA-SZ,4872.18,Locational Clearance,Farm Development Permit,11188.74
2025-04-08,U-849712,Benjamin Reyes,San Isidro,GI-Z,1034.57,Locational Clearance,Environmental Compliance,2021.69
2025-04-08,U-739710,Maria Castillo,Alupay,I1-Z,4080.66,Locational Clearance,Industrial Park Expansion,7592.58
2025-04-08,U-108935,Benjamin Fernandez,Pinagsibaan,CMRF,642.49,Locational Clearance,General Property Clearance,16915.02
2025-04-08,U-905354,Juan Comia,Bagong Pook,R1-Z,175.86,Locational Clearance,Subdivision Phase 1,13735.15
2025-04-08,U-404774,Angel Santos,Antipolo,R2-Z,107.27,Locational Clearance,Bank Financing Requirement,12805.74
2025-04-08,U-140817,Angel Mercado,Tulos,THSP-SZ,7086.05,Zoning Certificate,Facility/Structure Construction,383.43
2025-04-10,U-770918,Luzon Integrated Commercial Center,Itlugan,GI-Z,1312.83,Development Permit,Environmental Compliance,108766.77
2025-04-10,U-937183,Christian Castillo,Mavalor,PDA-SZ,4445.04,Locational Clearance,Land Title Verification,21082.37
2025-04-10,U-098779,David Reyes,Bayawang,AgIndZ,3400.67,Locational Clearance,Industrial Park Expansion,3187.23
2025-04-10,U-770329,Juan Mendoza,Alupay,UTS-Z,1592.36,Locational Clearance,Facility/Structure Construction,5946.22
2025-04-10,U-165229,Danilo Cruz,San Isidro,R1-Z,114.58,Locational Clearance,Residential Construction,9145.77
2025-04-10,U-618589,Prime Holdings Inc.,Santa Cruz,BR2-SZ,63.77,Locational Clearance,Subdivision Phase 1,6760.17
2025-04-10,U-406050,Antonio Castillo,Baybayin,PTA-SZ-RA,12869.39,Locational Clearance,Subdivision Phase 1,13596.37
2025-04-10,U-938625,Danilo Castillo,Namuco,I1-Z,1667.8,Locational Clearance,Warehouse/Factory Construction,15911.93
2025-04-10,U-914386,Teresa Garcia,Maligaya,R2-Z,101.27,Locational Clearance,Bank Financing Requirement,5982.9
2025-04-10,U-350063,Maria Cruz,Leviste,,,Zoning Certificate,Residential Construction,410.26
2025-04-10,U-275646,Christian Comia,Bayawang,I2-Z,3939.94,Zoning Certificate,Warehouse/Factory Construction,286.61
2025-04-10,U-369408,Luz Santos,San Roque,R1-Z,241.41,Zoning Certificate,Subdivision Phase 1,364.09
2025-04-10,U-218310,Teresa Dimaculangan,Masaya,R1-Z,177.85,Zoning Certificate,Residential Construction,379.71
2025-04-11,U-354763,Emmanuel Macalalad,Pinagsibaan,AgIndZ,3990.2,Locational Clearance,Industrial Park Expansion,15013.55
2025-04-11,U-728438,Juan Garcia,Santa Cruz,R1-Z,177.23,Locational Clearance,Subdivision Phase 1,6381.92
2025-04-11,U-186213,Benjamin Perez,San Isidro,R1-Z,132.28,Locational Clearance,Subdivision Phase 1,15151.96
2025-04-11,U-323140,Antonio Mendoza,Santa Cruz,R1-Z,179.62,Locational Clearance,Subdivision Phase 1,16911.05
2025-04-11,U-750322,Batangas Gold Farms Corp.,Quilib,BR2-SZ,94.73,Locational Clearance,Bank Financing Requirement,19538.11
2025-04-14,U-905514,Danilo Fernandez,Santa Cruz,R1-Z,319.04,Locational Clearance,Residential Construction,2291.98
2025-04-14,U-675043,David Fernandez,Namuco,AgIndZ-PGR,9305.36,Locational Clearance,Bank Financing Requirement,13570.05
2025-04-14,U-624869,Maria Sanchez,Bayawang,AgIndZ-PGR,4896.9,Locational Clearance,Bank Financing Requirement,12102.05
2025-04-14,U-291653,Danilo Garcia,Mabato,5491-APDA-SZ,1812.48,Locational Clearance,Farm Development Permit,12765.83
2025-04-14,U-792790,Teresa Dimaculangan,Bulihan,R2-Z,198.79,Locational Clearance,Subdivision Phase 1,9487.11
2025-04-14,U-480628,Danilo Comia,Namunga,R1-Z,207.9,Locational Clearance,Subdivision Phase 1,13810.66
2025-04-14,U-349243,Grace Rodriguez,Santa Cruz,R1-Z,272.89,Locational Clearance,Subdivision Phase 1,1923.36
2025-04-14,U-634360,Luz Sanchez,San Roque,C1-Z,172.01,Locational Clearance,Business Permit Requirement,21835.01
2025-04-14,U-767303,Teresa Rodriguez,San Roque,BR2-SZ,61.71,Locational Clearance,Bank Financing Requirement,17556.22
2025-04-14,U-990363,Teresa Dimaculangan,Quilib,,,Zoning Certificate,Industrial Park Expansion,284.46
2025-04-14,U-382799,Mark Cruz,Santa Cruz,,,Zoning Certificate,Residential Construction,401.68
2025-04-15,U-206479,Chloe Reyes,Marilag,C1-Z,264.05,Development Permit,Commercial Complex Development,30307.43
2025-04-15,U-202766,Sofia Alday,San Isidro,R1-Z,104.95,Locational Clearance,Subdivision Phase 1,18601.56
2025-04-15,U-624566,Rosario Commercial Center,Cahigam,R2-Z,232.79,Locational Clearance,Residential Construction,21829.21
2025-04-15,U-455911,Jose Gonzales,Macalamcam B,GI-Z,1706.68,Locational Clearance,Industrial Park Expansion,16320.68
2025-04-15,U-222035,Maria Macalalad,Pinagsibaan,AgIndZ-PGR,8807.45,Locational Clearance,Bank Financing Requirement,2878.15
2025-04-15,U-829946,Angel Garcia,Mayuro,R1-Z,334.96,Locational Clearance,Residential Construction,21329.78
2025-04-15,U-712594,Southern Luzon Farms Corp.,Alupay,I3-Z,11622.4,Locational Clearance,Environmental Compliance,5985.44
2025-04-15,U-935842,Rosario Logistics Inc.,Santa Cruz,R1-Z,294.81,Locational Clearance,Residential Construction,5338.77
2025-04-15,U-990684,Benjamin Rodriguez,Poblacion D,R1-Z,297.26,Locational Clearance,Subdivision Phase 1,14761.29
2025-04-15,U-360160,Batangas Gold Holdings Inc.,Pinagsibaan,I3-Z,11957.05,Locational Clearance,Industrial Park Expansion,12073.26
2025-04-16,U-432984,Luzon Integrated Logistics Inc.,Namuco,I2-Z,2254.93,Development Permit,Environmental Compliance,35547.27
2025-04-16,U-961714,Christian Torres,Pinagsibaan,,,Locational Clearance,Environmental Compliance,5940.88
2025-04-16,U-466015,Juan Sanchez,Calantas,,,Locational Clearance,Commercial Complex Development,13024.98
2025-04-16,U-550396,Daniel Garcia,Namuco,,,Locational Clearance,Warehouse/Factory Construction,4993.88
2025-04-16,U-373757,Christian Bautista,Calantas,,,Locational Clearance,Commercial Building Construction,13160.6
2025-04-16,U-972654,Juan Gonzales,Bulihan,,,Locational Clearance,Warehouse/Factory Construction,6811.77
2025-04-16,U-171003,Victoria Fernandez,Antipolo,,,Locational Clearance,Bank Financing Requirement,5426.63
2025-04-16,U-983050,Juan Garcia,Mayuro,PDA-SZ,14841.22,Locational Clearance,Land Title Verification,4838.04
2025-04-16,U-121529,Rosario Logistics Inc.,Tulos,FZ,12989.43,Locational Clearance,Site Development Permit,9731.19
2025-04-16,U-720071,Daniel Fernandez,Poblacion A,C1-Z,495.39,Locational Clearance,Business Permit Requirement,20098.29
2025-04-16,U-388359,Sofia Bautista,San Carlos,AgIndZ,6043.04,Locational Clearance,Industrial Park Expansion,10234.16
2025-04-16,U-543317,David Ramos,Alupay,CMRF,1592.29,Locational Clearance,Site Development Permit,1909.52
2025-04-16,U-726993,Agri-Ventures Trading Corp.,Masaya,R1-Z,348.79,Locational Clearance,Bank Financing Requirement,13481.22
2025-04-16,U-015715,Prime Holdings Inc.,San Roque,R2-Z,190.4,Locational Clearance,Subdivision Phase 1,2565.77
2025-04-16,U-853543,David Dimaculangan,Namuco,CMRF,1184.28,Locational Clearance,Site Development Permit,20505.63
2025-04-16,U-941322,Juan Mercado,Putingkahoy,PDA-SZ,10127.52,Locational Clearance,Agribusiness Construction,19153.31
2025-04-16,U-026330,Angel Lopez,Balibago,R1-Z,163.51,Locational Clearance,Subdivision Phase 1,4665.39
2025-04-16,U-867988,Teresa Mendoza,Masaya,C/MP-Z,1740.12,Zoning Certificate,Commercial Complex Development,449.25
2025-04-21,U-997764,Mark Torres,Namuco,CMRF,453.48,Locational Clearance,General Property Clearance,6046.23
2025-04-21,U-036644,Prime Trading Corp.,Santa Cruz,BR2-SZ,178.55,Locational Clearance,Bank Financing Requirement,4657.88
2025-04-21,U-691484,Rosario Enterprises,Bagong Pook,R1-Z,348.58,Locational Clearance,Residential Construction,16559.79
2025-04-21,U-360320,Batangas Gold Realty & Development,Santa Cruz,R2-Z,129.26,Locational Clearance,Bank Financing Requirement,6577.61
2025-04-21,U-759202,Agri-Ventures Farms Corp.,Quilib,R2-Z,208.45,Locational Clearance,Subdivision Phase 1,14073.85
2025-04-21,U-545376,Juan Ramos,Bagong Pook,R1-Z,163.1,Locational Clearance,Bank Financing Requirement,9245.93
2025-04-21,U-722217,Rosario Commercial Center,Antipolo,R1-Z,104.67,Locational Clearance,Subdivision Phase 1,13859.03
2025-04-21,U-178571,Chloe Comia,Mabunga,PDA-SZ,5476.7,Locational Clearance,Agribusiness Construction,10980.27
2025-04-21,U-561617,Chloe Garcia,San Carlos,AgIndZ-PGR,6690.33,Locational Clearance,Residential Construction,14476.87
2025-04-21,U-563373,Juan Cruz,Matamis,WZ,2105.78,Locational Clearance,Facility/Structure Construction,16845.16
2025-04-21,U-612273,Mark Gonzales,Maligaya,R2-Z,233.24,Zoning Certificate,Bank Financing Requirement,345.74
2025-04-22,U-682040,Batangas Holdings Inc.,Santa Cruz,R2-Z,241.79,Development Permit,Subdivision Phase 1,87901.68
2025-04-22,U-196218,Christian Fernandez,Tulos,,,Locational Clearance,Residential Construction,3625.34
2025-04-22,U-630985,Corazon Bautista,Bagong Pook,R2-Z,231.11,Locational Clearance,Subdivision Phase 1,7540.38
2025-04-22,U-813150,Batangas Gold Commercial Center,Poblacion A,R1-Z,235.91,Locational Clearance,Subdivision Phase 1,11021.57
2025-04-22,U-272240,Rosario Enterprises,San Roque,R1-Z,187.52,Locational Clearance,Bank Financing Requirement,18605.56
2025-04-22,U-259824,Grace Rodriguez,Bagong Pook,R1-Z,123.94,Locational Clearance,Bank Financing Requirement,9275.64
2025-04-22,U-011359,Daniel Sanchez,Santa Cruz,R1-Z,144.36,Locational Clearance,Bank Financing Requirement,2724.99
2025-04-22,U-508876,Sofia Ramos,Poblacion A,R1-Z,217.26,Locational Clearance,Bank Financing Requirement,15771.49
2025-04-23,U-488793,Teresa Macalalad,Poblacion A,,,Locational Clearance,Bank Financing Requirement,3635.58
2025-04-23,U-243165,Benjamin Santos,Lumbangan,,,Locational Clearance,Bank Financing Requirement,14181.97
2025-04-23,U-753465,Jose Macalalad,Baybayin,,,Locational Clearance,Subdivision Phase 1,8568.12
2025-04-23,U-460000,Ramon Lopez,Bagong Pook,,,Locational Clearance,Bank Financing Requirement,14358.66
2025-04-23,U-445926,Prime Holdings Inc.,Namuco,AgIndZ,7728.55,Locational Clearance,Environmental Compliance,21122.99
2025-04-23,U-570769,David Dimaculangan,Poblacion B,R2-Z,244.49,Locational Clearance,Residential Construction,7554.46
2025-04-23,U-458597,Agri-Ventures Enterprises,Natu,R1-Z,277.96,Locational Clearance,Subdivision Phase 1,7413.96
2025-04-23,U-639450,Christian Sanchez,Putingkahoy,FZ,8736.91,Locational Clearance,General Property Clearance,3295.41
2025-04-23,U-581687,Teresa Torres,Namuco,UTS-Z,1214.64,Locational Clearance,Facility/Structure Construction,14508.46
2025-04-23,U-949912,Batangas Trading Corp.,Pinagsibaan,I2-Z,6757.6,Zoning Certificate,Industrial Park Expansion,408.35
2025-04-23,U-394127,Luzon Integrated Commercial Center,Santa Cruz,BR2-SZ,125.65,Zoning Certificate,Residential Construction,265.92
2025-04-24,U-525247,David Lopez,San Carlos,,,Locational Clearance,Facility/Structure Construction,8350.63
2025-04-24,U-758685,Chloe Macalalad,Itlugan,PDA-SZ,17340.56,Locational Clearance,Farm Development Permit,15619.63
2025-04-24,U-169861,Christian Ramos,Pinagsibaan,I2-Z,5234.81,Locational Clearance,Industrial Park Expansion,15641.67
2025-04-24,U-756538,Southern Luzon Farms Corp.,Bayawang,AgIndZ-PGR,9272.03,Locational Clearance,Subdivision Phase 1,18685.55
2025-04-24,U-523679,Ramon Macalalad,Namunga,BR2-SZ,171.63,Locational Clearance,Subdivision Phase 1,20401.96
2025-04-24,U-730497,Teresa Comia,Colongan,R2-Z,140.82,Locational Clearance,Subdivision Phase 1,12472.86
2025-04-24,U-247862,Batangas Gold Enterprises,Bayawang,AgIndZ-PTR,9292.64,Locational Clearance,Subdivision Phase 1,18629.36
2025-04-24,U-248544,Juan Dimaculangan,Alupay,CMRF,457.77,Locational Clearance,General Property Clearance,8592.07
2025-04-24,U-695171,Teresa Cruz,Macalamcam B,C1-Z,401.56,Locational Clearance,Commercial Building Construction,10130.86
2025-04-24,U-715674,Juan Torres,Bagong Pook,,,Zoning Certificate,Bank Financing Requirement,313.0
2025-04-25,U-859070,Luzon Integrated Enterprises,Namuco,CMRF,745.78,Development Permit,General Property Clearance,62442.22
2025-04-25,U-823226,Agri-Ventures Logistics Inc.,Baybayin,R2-Z,113.78,Development Permit,Residential Construction,118024.42
2025-04-25,U-987811,Juan Dimaculangan,Bagong Pook,C1-Z,170.09,Locational Clearance,Business Permit Requirement,8112.36
2025-04-25,U-220513,Luz Garcia,Lumbangan,R1-Z,188.63,Locational Clearance,Residential Construction,4676.97
2025-04-25,U-729095,Emmanuel Mercado,San Isidro,R2-Z,238.13,Locational Clearance,Bank Financing Requirement,1831.41
2025-04-25,U-701553,Batangas Farms Corp.,Masaya,PDA-SZ,8495.63,Locational Clearance,Farm Development Permit,13845.44
2025-04-25,U-707464,Luzon Integrated Farms Corp.,Leviste,C/MP-Z,1685.85,Locational Clearance,Commercial Building Construction,14262.86
2025-04-25,U-967373,Daniel Bautista,Alupay,I1-Z,4817.36,Locational Clearance,Industrial Park Expansion,18476.59
2025-04-25,U-289517,Emmanuel Mercado,Bagong Pook,GI-Z,3057.87,Locational Clearance,Industrial Park Expansion,1596.32
2025-04-25,U-684265,Benjamin Ramos,Natu,C1-Z,246.0,Locational Clearance,Business Permit Requirement,12189.81
2025-04-25,U-170216,Rosario Farms Corp.,Cahigam,R2-Z,99.81,Locational Clearance,Subdivision Phase 1,7041.49
2025-04-28,U-524796,Victoria Dimaculangan,Masaya,R2-Z,219.05,Locational Clearance,Subdivision Phase 1,4580.79
2025-04-28,U-532494,Daniel Alday,Itlugan,R2-Z,158.98,Locational Clearance,Residential Construction,2313.45
2025-04-28,U-611163,Emmanuel Castillo,Santa Cruz,R1-Z,332.12,Locational Clearance,Residential Construction,21113.3
2025-04-28,U-679591,Rosario Realty & Development,Lumbangan,R1-Z,219.55,Locational Clearance,Residential Construction,14614.89
2025-04-28,U-076734,Danilo Bautista,Quilib,R1-Z,196.81,Locational Clearance,Subdivision Phase 1,14201.81
2025-04-28,U-941117,Luzon Integrated Commercial Center,Poblacion B,MR2-SZ,108.08,Locational Clearance,Residential Construction,2637.01
2025-04-28,U-571239,Prime Holdings Inc.,Salao,PDA-SZ,10417.68,Locational Clearance,Agribusiness Construction,21067.0
2025-04-28,U-269434,David Torres,Palakpak,PDA-SZ,17589.9,Locational Clearance,Farm Development Permit,10554.49
2025-04-28,U-841462,David Fernandez,Bagong Pook,R2-Z,80.27,Locational Clearance,Residential Construction,8942.46
2025-04-28,U-177337,Grace Dimaculangan,San Roque,R1-Z,172.37,Locational Clearance,Subdivision Phase 1,12473.71
2025-04-28,U-239178,Benjamin Mercado,Santa Cruz,GI-Z,1484.49,Locational Clearance,Warehouse/Factory Construction,19026.47
2025-04-29,U-297974,Jose Mendoza,Itlugan,,,Locational Clearance,Bank Financing Requirement,3134.82
2025-04-29,U-799419,Batangas Gold Commercial Center,Quilib,,,Locational Clearance,Subdivision Phase 1,6976.18
2025-04-29,U-110513,Southern Luzon Farms Corp.,Pinagsibaan,AgIndZ,6735.82,Locational Clearance,Environmental Compliance,11694.09
2025-04-29,U-805162,Corazon Lopez,Masaya,R2-Z,187.77,Locational Clearance,Bank Financing Requirement,17208.47
2025-04-29,U-277977,Corazon Reyes,Alupay,UTS-Z,1426.19,Locational Clearance,General Property Clearance,21246.33
